Zip,Total Population,Median Age,Percent White,Percent Black,Percent Hispanic,Median Income,Mean Income
12017,386,41.2,99.5,0,1.8,65893,71069
12018,7571,43.3,96.4,1.1,1.3,76232,85793
12019,14821,41.9,92.3,1,3.4,86023,97358
12020,30403,39.5,96.1,0.9,2.2,66854,79051
12022,929,47.5,99.9,0,0.6,54583,61751
12023,2219,48.4,95.8,2.9,0,60893,69046
12024,59,12.8,100,0,0,,
12025,5470,44,95.8,0,2.8,51164,63556
12027,3885,42.9,96.5,0.2,1.4,86313,92296
12028,1318,34.5,89.5,0,0,59420,69015
12029,1253,42.5,83,13.3,6.1,75859,90922
12031,130,48.8,100,0,2.3,50568,55255
12032,774,47.1,95.7,0,0.5,49583,65614
12033,8020,42.8,97.4,1,0.8,79361,91440
12035,564,47.5,100,0,3.2,54125,53092
12036,236,46,100,0,0,43083,42809
12037,4580,44.4,93.1,3.3,1.9,55923,73622
12040,72,37.9,100,0,0,64375,61789
12041,414,43,100,0,0,39844,53216
12042,417,52.2,100,0,0,70800,74329
12043,8595,30.3,91.9,2.9,6.6,47068,62504
12045,444,42.9,97.3,0.7,7.7,59318,72340
12046,973,41.1,100,0,2.1,73250,91902
12047,19571,43.2,91.7,2.9,4.3,48501,59943
12051,7414,35.7,70.2,25.7,12.6,50441,65512
12052,1384,44.3,97,0,0,67578,71108
12053,4059,43.5,98.8,0,1.1,85411,91844
12054,17123,41.9,92.1,1.7,2.7,91255,103999
12056,2283,45.2,95.4,0.4,0.7,79135,85527
12057,2225,38.5,98.9,0,0,48239,54490
12058,1287,47.9,99.9,0,0.1,38708,53484
12059,1627,45.4,98.3,1.1,0,71587,90123
12060,1327,45.1,93.8,1.8,1.4,73051,117479
12061,8997,40.9,89,5.4,3.7,82044,92074
12062,1502,51.5,97.3,0.3,1.9,64531,76888
12063,395,40.8,94.4,0,5.6,57159,85955
12064,534,50.8,83.7,3.9,12.2,50268,55716
12065,41038,39.6,91.9,2.2,2.8,75875,92216
12066,2888,43.6,96.6,1.2,1.1,61902,69031
12067,1539,35.9,87.5,0,2.5,65806,78351
12068,3240,39.3,93.9,3.7,3.2,55781,65635
12069,315,29.1,78.7,0,49.2,50921,48588
12070,1670,37.9,99.2,0.4,0.2,66221,116279
12071,232,50.3,99.1,0,0,49375,60425
12072,2675,39.7,95.1,3,1,55000,74681
12074,2980,47.4,96.6,0.1,0.5,70750,83708
12075,2987,48.5,96.3,1.2,0,66772,89213
12076,1449,50.2,94.6,0.7,1.2,55054,56111
12077,5643,43.2,87.9,4,2.7,75802,96647
12078,23887,41.7,95.9,2,2.8,38715,48309
12083,3742,45.8,94.5,1.3,2.2,44234,56648
12084,4546,35.9,76.2,3.6,2.8,74929,82867
12085,475,46.9,64,14.5,10.9,41293,47693
12086,1399,51.6,97.9,0.9,3.9,55724,70261
12087,1124,38.6,100,0,0,44402,57983
12089,38,46.6,100,0,0,47250,65292
12090,6068,44.1,98,0.3,0.1,51742,58277
12092,1132,46.8,100,0,0,39038,54921
12093,1766,47.7,96.9,1,0.5,51875,59722
12094,1746,41.2,99.4,0,4.5,53939,71375
12095,12324,39.4,93,4.3,3,42477,55143
12106,2186,42.1,93.5,2.2,2.2,69028,79612
12108,342,49.8,94.4,2.6,0.3,43618,50941
12110,22017,39.3,81.9,5.5,4.6,74421,92816
12115,212,61.3,100,0,0,79028,109358
12116,1679,49,99.5,0,0.4,47500,60699
12117,3244,44.6,98.1,0.1,1.3,54911,61655
12118,14578,39,95.7,0.6,3.1,61303,71021
12120,805,37.4,100,0,0,59716,79447
12121,2033,41.6,94.6,5,0,71941,82960
12122,4673,45.9,98.1,0.3,0.8,47589,58629
12123,5273,42.5,97.1,0.8,1.2,56804,72870
12124,593,30.5,99.8,0,0,69488,91140
12125,1294,45,92,6.3,1.5,48281,54002
12130,1287,38.6,97.4,2.6,4.8,56625,63840
12131,73,66.6,100,0,9.6,18125,32954
12132,243,47.3,64.2,0,35.8,44917,176024
12134,3746,46.4,99.5,0,1.6,49141,58219
12136,763,55.1,99.1,0.9,0,86250,139388
12137,1783,42.3,98.9,0,0,69271,81240
12138,3237,45,99.6,0,0,58102,64806
12139,121,50.8,99.2,0.8,1.7,38750,56889
12140,1690,37.9,99.3,0.4,0.2,74853,78265
12143,5079,43.2,87.1,6.5,8.1,63008,75483
12144,20404,41.2,91.1,3.2,3,58974,71828
12147,449,50.5,98.9,0.2,0.2,65000,76740
12148,4524,41.4,88.5,3.8,1.2,104160,110034
12149,2529,35.4,96.6,1.3,3.7,41691,49698
12150,732,41.6,97.4,0,0,50543,57378
12151,572,45.2,93,0,3.8,88625,88947
12153,976,40.3,96,0,0,86055,93779
12154,2730,41,97.4,0,2.8,71071,81500
12155,2069,41.7,97.2,0.8,0.3,47150,56941
12156,862,43.6,94.2,2,0,61406,74628
12157,4305,41.2,98.5,1.1,1.5,61840,75859
12158,6434,39.3,90.6,3.3,3.6,74097,87566
12159,7960,44,91.5,0.6,2.4,84387,127247
12160,947,40.3,98.3,0,1.7,61875,71654
12161,310,34.6,100,0,0,116087,143297
12164,338,50.8,94.4,2.4,2.1,53021,77640
12165,164,56.3,100,0,0,54412,91712
12166,1370,43.4,96.1,1.8,1.1,52339,54076
12167,2498,50.7,97.4,0,2.3,42750,53414
12168,2138,43.4,95.7,0.4,1.5,62885,71431
12169,210,49.9,96.7,0,0,56000,57555
12170,5274,37.7,97,0.9,5.2,68342,70517
12172,219,52.7,100,0,0,42321,57270
12173,1753,45.9,98.3,0.6,1.8,51094,76278
12174,405,39.4,100,0,0,65096,67983
12175,1010,40.2,90.7,8.4,2.9,47386,55196
12176,416,43.2,100,0,0,70813,72658
12177,438,51.3,97.7,0,0,48977,70229
12180,53951,33.2,78.5,11.9,6.3,44880,60635
12182,14451,39.8,83.4,8.5,6.1,44623,56355
12183,2587,39.4,90.5,4,2.8,54327,62731
12184,6702,45.4,95.4,2,1.4,72048,92097
12185,2815,39.6,98.9,0,0.2,62656,71527
12186,6238,44.7,95.1,0.7,2.9,82623,107269
12187,377,35.3,96.8,0,2.9,50795,50323
12188,11202,39.8,93.9,1.1,1.1,66896,79942
12189,17074,34.9,87,7.7,3.8,44405,55853
12190,706,52.8,96.3,0.4,0,46458,58816
12192,1643,40.6,99.2,0.8,4.1,53229,70106
12193,1908,42.3,100,0,0,66307,72731
12194,158,61.8,97.5,0,0,37750,50849
12195,252,63.2,95.6,0,0,87569,82442
12196,3265,46.8,97.2,2.1,1.7,91274,99230
12197,2414,44.7,96.9,0.7,5.6,43804,54015
12198,7580,37.9,93.6,0.2,1.9,71034,83386
12202,9161,31,25.2,60,12.1,30254,38564
12203,29441,33.4,82,6.7,5.3,53369,67755
12204,7422,32.1,60.7,25.2,7.5,48649,78086
12205,27666,43.3,87.8,6.5,2.1,63537,76483
12206,17596,29.7,32.9,50.1,11.4,24950,34629
12207,1874,34.3,33.1,62.6,4.8,14110,29463
12208,21387,36,75.5,13.4,4.6,54826,69340
12209,10005,35,56.3,27.2,9.8,56042,64026
12210,9725,29.8,42.7,45.6,7.1,35684,47916
12211,11733,45.8,87.8,4.9,3.5,92762,121545
12222,5948,19.4,73.1,9.9,8.6,,
12302,27378,43.3,95.8,1,2.1,64782,76144
12303,29785,40.6,83.2,7,6.7,61045,76001
12304,21023,40,64.2,18.9,7.4,41294,55273
12305,4612,37.3,73.5,16.8,7.9,28393,41121
12306,26698,41.9,88.7,6.9,3.6,56782,68249
12307,6380,30.7,33.5,46.3,13.1,28792,38077
12308,16054,29.6,72.4,15.5,11.5,38895,53638
12309,29199,42.6,86.2,1.9,2.3,88834,108076
12401,35777,41.4,80.5,11,10.4,49503,62554
12404,3397,40,91.8,0,0,53173,73243
12405,370,66,95.4,0,4.6,34661,44749
12406,602,31.4,87.7,0,3.3,27679,34664
12407,140,52.2,95,3.6,3.6,12404,26421
12409,528,51.3,90.2,0,5.7,56767,77743
12410,449,48.2,95.3,2.2,1.8,53654,59666
12411,398,39,84.4,10.6,0,56275,67331
12412,630,51.5,83.3,8.3,0,52529,86199
12413,2857,49.2,99,0.9,5.7,41375,45459
12414,10451,42.7,84.4,7,7.3,46675,61737
12416,346,45,82.9,0,4,26484,42065
12417,543,38.2,70.7,15.3,0,29779,52284
12418,387,57.2,100,0,0,40500,63053
12419,549,44,97.1,0,6.7,76528,112072
12420,545,47.7,100,0,0,96047,104011
12421,511,50.3,72,0,26.2,72727,68667
12422,215,57.5,100,0,0,54688,56814
12423,1285,35.2,100,0,6.7,51250,55854
12424,291,51.9,96.6,0,9.3,35500,68883
12427,435,31.9,100,0,0,63347,75956
12428,6631,38.3,79.6,8.2,25.7,41844,53557
12429,300,38.8,98.3,0,1.7,105000,105362
12430,1177,38,94.9,1.6,12,37614,46006
12431,1305,43.8,100,0,0,47179,54190
12432,365,25.9,100,0,10.1,45074,50020
12433,487,44.3,94.3,5.7,0,69167,87451
12434,675,51.8,96.1,3.9,6.5,32337,41833
12435,328,56.1,100,0,0,62188,69354
12436,611,46.2,99,0.5,1,83969,74035
12438,33,53.9,69.7,0,0,,
12439,102,46.8,100,0,0,60139,50417
12440,2001,44.8,96.9,0.5,9.5,71289,78533
12441,67,74.3,100,0,37.3,31450,
12442,924,48.1,100,0,1.1,24125,38675
12443,3889,47.7,96.4,1.5,7.8,72813,96524
12444,579,50.6,100,0,7.8,37938,45791
12446,4612,44.1,91,2.8,9.2,58149,72317
12448,509,48.1,97.2,0,0,73510,78762
12449,3294,51.5,90.8,1.4,3.2,53642,71803
12450,300,56,72,0,5,37596,40681
12451,1602,36.4,98.1,0,3.3,38895,55918
12452,317,45.5,100,0,1.9,70625,61534
12453,280,50.7,100,0,0,66944,97714
12454,228,46.9,100,0,0,75486,67000
12455,2039,50.1,96.1,1.5,8,49464,62241
12456,800,35.7,98.1,0,0,58615,65240
12457,836,53,92.9,1.6,3.2,56250,72422
12458,3344,42.5,70.8,21.8,21.5,48333,57938
12459,154,57.7,100,0,0,72200,67203
12460,264,43.3,98.5,0.8,0,57000,58258
12461,1946,45.8,95.9,1.2,2.4,64605,79422
12463,1169,44.9,95.7,0.9,3.4,39792,48488
12464,890,53.2,98.1,0.3,0.9,41458,57839
12465,218,51.1,93.6,6.4,3.7,47692,92633
12466,2498,46.5,83.8,8.1,0.7,63405,75440
12468,1074,52.2,99.7,0.3,0.3,43415,55466
12469,552,59.5,93.5,4.7,1.1,50982,59233
12470,1038,39,100,0,0,47643,49069
12471,557,8.3,100,0,0,44447,49696
12472,1774,36.9,97.9,0.2,17.8,45388,54451
12473,890,47.3,99.7,0,0,74450,88005
12474,1408,44.8,92.9,3.3,5.2,56364,67823
12475,382,44.2,100,0,4.2,46875,61656
12477,18867,43.7,94.9,1.9,5.9,56709,75425
12480,484,49.3,94,0,8.1,44483,63056
12481,960,50.6,90.8,3.4,3.8,52212,66246
12482,787,34.9,100,0,0,31335,49539
12483,524,31.7,74,10.5,30.3,32167,44298
12484,2865,45.8,94.7,0.9,1.5,86780,101599
12485,664,43.6,94.1,3.5,2,32045,39115
12486,1598,44.6,92.2,3.7,4.7,73462,82675
12487,2779,41,99.5,0,1.7,69550,84233
12489,883,42.4,53,37.8,17.2,38894,49954
12490,58,58.5,100,0,0,,
12491,1721,50.5,89.1,0,10.3,61509,76970
12492,320,48.8,100,0,4.1,54167,70752
12493,297,37,79.8,13.8,19.2,80800,66158
12494,1002,51,100,0,0,49375,86825
12495,268,39.3,97.4,0,2.6,30278,40854
12496,1736,52.8,100,0,1.7,53147,61133
12498,5288,51.6,90.4,3.6,1.9,62908,97695
12501,2604,34.3,85.6,0.1,15.3,62153,88415
12502,1312,53.4,98.4,0,0.7,67609,86647
12503,791,46.1,96.5,0,3.4,62500,68788
12504,1262,20.1,84.2,5.5,11.6,,
12507,220,19.7,33.6,0,3.6,,
12508,20140,39.6,66.3,20.8,19.5,62710,72085
12512,205,47.5,79,21,7.3,111154,132070
12513,607,46.4,100,0,0,88403,77444
12514,2804,42.7,92.2,1.9,5.8,88662,94473
12515,1295,44.9,80.8,10.1,6.7,59327,73970
12516,1578,48.9,95.1,3.9,1.1,60000,124194
12517,588,41.9,90.1,1.7,10.5,32321,46056
12518,6050,40.8,96.6,0.7,6.4,79484,95122
12520,3107,44.6,94.8,0.4,5.2,89934,114886
12521,1429,46.2,97.6,0.1,1.3,55000,72014
12522,5358,48,93.4,0.6,6.8,64797,66860
12523,1850,38.8,97.7,0,1.9,48155,64719
12524,15137,41.5,83.4,6.4,9,78226,88855
12525,3264,39.4,98,0.8,4.1,83558,99908
12526,3494,46.2,96,0.7,1.3,54737,77466
12527,332,19,28.6,56.6,14.8,29716,65961
12528,12813,39.7,86.9,5.3,8.2,64153,79485
12529,3033,49.5,93.7,4.7,1.4,64145,126059
12530,107,34.9,86,0,54.2,115993,
12531,2853,44.3,96.2,1.1,1.9,86000,118261
12533,25452,39,84.7,4.1,8.6,93390,114092
12534,18218,43.7,81.9,10.6,7.1,45285,61740
12538,14336,39.5,92.1,3.2,4,64911,77536
12540,7606,39.8,90.4,0.8,5.9,102663,120961
12542,6345,39.8,86.4,7.2,6,60362,74759
12543,2996,37.1,78.2,9.5,24.6,56023,66622
12545,4797,47.9,88.9,2.3,7.9,59981,91022
12546,3001,43.1,83.5,2.6,8.1,65097,74153
12547,2513,39.1,93.6,1,3.9,85060,88791
12548,1534,35.8,69,25.3,7.8,51406,82097
12549,9924,37.7,93.1,3.8,9.7,74150,91069
12550,55070,33.3,60.3,22.5,31.8,55403,71905
12553,24655,40.4,75.2,13.1,17.9,70679,81455
12561,17965,32,90.1,2.7,6.9,65652,87039
12563,8037,39.6,81.4,4.2,14.2,92871,99061
12564,7649,41.8,88.7,2.9,12,77866,104858
12565,1297,39.2,90.7,5.2,2.9,37582,48636
12566,10843,41.3,95,0.8,7.8,82083,86624
12567,2643,45.4,86.7,2.6,9.8,63194,78317
12569,9489,42,89.3,3.4,6.3,74410,93906
12570,7940,40.1,93.2,0.6,10.2,89865,109158
12571,10363,43.9,90.3,0.9,2.8,69554,88729
12572,9315,48.9,94.7,2,3.7,72945,105386
12574,308,59.7,99,0.6,0.3,58951,65192
12575,1967,41.9,100,0,2,89803,105216
12577,1371,41.2,96.6,3.4,5.6,85391,85323
12578,2654,42.3,97.4,1,0.7,91214,111468
12580,4574,44.5,93.5,3,2,81042,107101
12581,2351,47.2,92.6,1.4,7.9,65862,77359
12582,6107,42.9,67.3,20.5,13.1,86691,112554
12583,2508,39.7,95,0.4,7.6,55625,70410
12585,755,35.3,98.3,1.7,1.1,84167,79023
12586,13140,37.3,81.4,8.2,13,67563,75850
12589,17529,37,83.9,8.5,17.3,75753,88878
12590,34203,39.7,77.9,7.4,11.3,75282,89054
12592,1322,47.6,89.4,5.7,16.2,46921,57650
12594,4221,41.1,85.1,8.8,12.1,75946,84048
12601,43883,33.4,57.3,26.8,16.8,42738,60365
12603,42604,39,79.3,10.2,7.9,79817,91693
12604,722,20.4,77.7,10.7,9.8,,
12701,10887,36.7,61.2,23.4,27.3,35163,46295
12719,1326,45.9,88.7,8.3,3.5,65850,69279
12720,69,56.3,100,0,0,72031,77915
12721,5851,40.8,90.7,2.1,9.7,54563,69046
12722,142,50.3,100,0,0,21660,25493
12723,2141,43.5,80.8,12.1,7.6,56838,72101
12724,275,68.4,100,0,0,85577,80236
12725,230,59.1,100,0,1.3,76250,117354
12726,899,41.8,92.5,3.4,5.2,51125,66893
12729,2059,38.4,92.2,0.8,11,48344,50962
12732,620,51.8,91.9,7.3,2.9,52917,75961
12733,1391,30.7,63.3,20.6,8.4,28750,34198
12734,690,49.8,94.8,0,10.3,19365,38789
12736,162,45.6,100,0,1.9,42143,55539
12737,1983,42.4,95.8,1.4,8.9,47083,60229
12738,568,38.5,95.6,2.3,2.1,102625,139030
12740,1537,44.5,99.2,0,1.6,52375,60877
12741,334,36.3,94.9,1.2,0,66176,60184
12742,401,29.5,62.8,0,42.1,29489,39086
12743,385,29.3,96.6,0,0,45357,53492
12745,107,49.8,100,0,10.3,50714,47982
12746,925,36.1,80.8,8.3,7.4,62857,78960
12747,2012,31.5,71.4,14.6,18.4,61964,60157
12748,2400,45.9,93.8,0.5,3,51683,59029
12749,147,64.9,89.1,0,18.4,65644,53436
12750,104,44.5,100,0,0,141563,130160
12751,1063,17.7,83.2,15.1,4.1,40500,45203
12752,263,28.2,95.1,0.8,0,36813,56850
12754,7931,40.6,76.7,7.4,16.4,39769,62064
12758,4028,41,94,2.2,3.9,58306,67703
12759,1970,40.3,73.7,13.2,16.9,36019,41928
12760,725,45.6,95,2.9,0,32183,80996
12762,523,41.9,89.5,0,0,29556,41937
12763,800,45.6,95.8,1,15.6,65577,63981
12764,1804,49.5,81.3,11.6,2.2,55417,67111
12765,858,38.9,100,0,2.8,46615,87062
12766,314,35.2,100,0,3.5,57361,58426
12767,110,49,100,0,0,107778,98947
12768,1090,50.1,95.8,1.7,16.7,39167,52331
12769,137,49.7,100,0,0,48250,43714
12770,230,42.3,100,0,0,46250,79255
12771,14960,37.1,80.3,6.1,12.1,44765,63332
12775,2220,40.8,83.5,10.1,11.4,75595,83149
12776,1982,53.1,97.8,0.7,1.8,45288,57724
12777,905,47.4,92.5,1.7,1.2,69643,88724
12778,582,39.3,85.4,14.6,10.1,54211,83411
12779,2213,32.8,62.5,11.1,41.8,43021,52223
12780,1968,42.1,91.4,3.3,1.1,43750,55974
12781,260,41.1,100,0,0,75033,56441
12783,1905,38,86.1,5.8,6.8,47328,52784
12784,61,48.9,100,0,0,83393,
12785,955,54.3,96.6,0.5,5.7,78333,86890
12786,466,48.4,97.6,0.6,0,67895,72527
12787,397,56,94.7,0,0,54875,83354
12788,3119,39.8,65.2,17.4,23.6,43451,59426
12789,1662,40.4,78.5,9.9,18.7,41912,50565
12790,4464,43.4,92.9,1,7.6,50491,61204
12791,827,37.2,94,0,10.8,51618,65460
12792,382,50.2,95,0,0,42727,63073
12801,14748,38.2,95.7,1.9,1.4,43790,57690
12803,7583,41.9,99.3,0.1,0.7,55219,62833
12804,26066,44.2,96.7,0.6,2.2,60308,75725
12808,294,63.9,100,0,0,53333,56679
12809,3441,45.4,96.7,0.3,1,63713,71668
12810,619,49.7,99.7,0.3,3.1,42000,52938
12811,214,51.4,100,0,0,39702,45622
12812,186,53.5,93.5,0,3.2,63182,76534
12814,1907,50.4,96.8,3.2,8,57761,63767
12815,895,52.3,94.2,0.7,0.3,49076,66242
12816,4427,46,97.9,1,0.7,48864,58684
12817,1883,50.4,99.7,0,0.2,48125,69289
12819,385,51.3,100,0,2.9,22955,33917
12821,2373,31.5,41.3,48.9,17.1,36458,47701
12822,6000,40.1,94.9,3.6,2.3,50193,55620
12823,118,41.5,100,0,0,14519,26563
12824,790,48.5,99,0.5,0.8,69615,91224
12827,4014,41.2,99,0,0.5,60062,64904
12828,10205,41.7,98.6,0.9,0.5,45441,54798
12831,17529,38.7,94.7,2.9,2.1,69466,86728
12832,6844,43.2,98.3,0.4,0.4,46684,56374
12833,4155,46.4,94.1,2.4,0.8,54081,93899
12834,6628,44,97.5,0.4,2.5,59688,70564
12835,2468,47,97.9,0.6,0.2,50542,60363
12836,647,54,95.8,0,1.5,54519,65974
12837,819,38.8,97.1,0.4,1.8,35833,47902
12838,509,47.4,100,0,0,62778,67597
12839,13087,39.5,96,0.9,2.4,43289,54679
12841,136,76.4,100,0,0,53333,68009
12842,1138,48.9,98.4,0,0.4,41964,48880
12843,546,42.4,100,0,0,37212,42694
12844,123,46.7,92.7,1.6,4.9,21136,110398
12845,5094,46.9,98.2,1.4,0.7,63900,75692
12846,3358,42.3,99.5,0,0.2,56827,67998
12847,656,51.7,93.8,2.1,1.8,57019,79178
12849,537,37.2,99.4,0.6,7.6,57750,64145
12850,2845,39.9,95.6,0.4,2.9,71542,76680
12851,206,54,93.7,0,0.5,47188,61554
12852,504,57,98.8,0,0.4,50417,53698
12853,1406,43.5,99.5,0,0.7,39167,48433
12855,203,45.1,97,0,0,46458,58623
12856,117,65.4,100,0,0,46250,94638
12857,467,48.6,99.4,0.6,0,52917,55790
12858,67,56.1,100,0,0,24500,118877
12859,2579,32.5,100,0,0,68723,74822
12860,1372,21.7,88.9,1.1,1.7,45250,59034
12861,541,48.9,99.8,0,0.2,47917,63220
12862,0,,,,,,
12863,526,44.1,94.1,0,0,50000,53531
12864,56,60.5,100,0,0,64432,85878
12865,3621,44.5,98.6,0.6,2.5,49595,59473
12866,36312,41.4,94.7,1.5,3.1,64344,83441
12870,1656,49.5,96.6,0.4,0.8,44659,52976
12871,4047,40.6,98.6,0.1,0.9,58388,71022
12872,76,44.5,93.4,0,0,16534,
12873,717,57.7,100,0,0,52500,70739
12874,154,67.7,90.3,3.2,5.8,94464,101960
12878,966,46.6,98.4,1.6,0,41691,54091
12883,5055,48.6,96,0,0.1,41688,53046
12884,445,40.9,98.4,0.4,1.6,39083,51071
12885,4447,44.3,97.4,0,3.1,44055,54169
12886,237,47.9,99.6,0.4,0,61298,57429
12887,5556,41.2,87.3,9.6,4.3,46222,53431
12901,33314,34.3,93.6,2.2,2.5,42686,57219
12903,990,48.1,94.4,0,0,52891,59212
12910,2247,41.2,78.4,18.3,5.5,45795,52473
12911,33,55.2,100,0,0,62250,
12912,2351,45.5,98.9,0.1,0.4,42721,54610
12913,988,45.7,95.6,0,0.8,51512,59126
12914,826,33.3,63.6,4,0.4,32031,44847
12916,2159,32.9,97.2,0.5,2.2,38438,46523
12917,1204,41.6,97.3,0.3,1.7,48083,66786
12918,2341,38.7,98.6,0.2,1,61420,63425
12919,2957,37.5,96.7,0,0.6,53250,57040
12920,2774,39.7,92.2,5.1,3.4,46875,57370
12921,2319,40.3,97.6,1.6,4,56661,66125
12922,37,58.8,100,0,0,70625,59053
12923,651,36.1,97.4,0.2,0.2,47500,49972
12924,159,34.5,100,0,0,30352,31724
12926,1827,40.3,97.2,0.2,0.7,42042,55122
12927,192,62,100,0,0,50781,64601
12928,2073,36.1,96.4,0.6,0.5,49107,61502
12929,4041,37.5,46.2,44.2,17,42300,48055
12930,905,34.7,99.2,0,0.4,47829,50220
12932,1373,48.5,95,1.9,0.4,51538,57760
12933,0,,,,,,
12934,1088,41.3,97.7,0.6,0,40469,50147
12935,1517,41.2,91.1,6.4,2.1,42240,61386
12936,549,50.3,93.3,0,0,55729,76671
12937,1449,40.3,85.4,0.5,1.7,44405,55882
12939,182,35.4,100,0,0,49375,58056
12941,1175,46.4,97.3,0.8,0,54966,107788
12942,580,51.1,89.7,1.9,3.4,45000,57557
12943,306,58.3,82.7,3.9,0,49821,86630
12944,3991,45.2,95.3,0.4,0.8,49727,61818
12945,424,51.4,100,0,0,35969,56385
12946,5449,41.2,92,3.8,1.7,51102,65299
12950,861,38.2,84.8,0.5,2.8,36324,50088
12952,456,50.9,98.7,0,0,29825,44287
12953,16069,38.9,77.3,16.9,7.6,42665,56842
12955,359,44.7,90.8,2.2,2.8,57788,48318
12956,1531,31.9,88.8,7.8,1,45500,50488
12957,1689,44,97.8,0.5,1.5,29746,43320
12958,2046,35.5,96.5,0,0,44464,49059
12959,1406,35.6,96.7,0,0,47833,57068
12960,911,47.7,100,0,0,51667,66383
12961,79,53.3,100,0,0,39191,53776
12962,6472,38.4,96.8,0,0.8,67419,76552
12964,156,49.3,96.8,0,0,65833,96905
12965,373,45.3,100,0,0,36458,42459
12966,3344,39.7,98.6,0.6,0.6,49479,57588
12967,1086,40.5,97.6,1.3,0,49167,54140
12969,578,33.7,98.8,0,1,29792,45373
12970,1051,21.3,69,15.3,5.4,42321,51531
12972,6573,45.2,94.1,2.1,1.7,62926,70626
12973,142,57.9,100,0,0,39375,40776
12974,1701,39.6,94.6,0.8,0.4,38226,50396
12975,257,31.8,82.5,0,3.9,31250,41405
12976,107,50.9,100,0,0,38000,33830
12977,1932,36.1,28.6,46.3,32.9,,
12978,352,44,100,0,0,70417,65124
12979,2593,39.5,96.2,1.3,1,52831,66168
12980,1234,42,98.8,0.2,0.6,35104,43968
12981,2309,43.6,98.1,0.2,2.7,52667,66884
12983,7738,46.3,94.5,0.9,1.2,44455,61082
12985,881,31.7,97.5,2.5,0,58942,64531
12986,6100,41.7,96.4,2,0.3,48856,60393
12987,190,54.3,93.2,0,0,51563,62200
12989,1222,47.5,97.5,0.8,1.1,55093,66945
12992,4363,44.6,95.7,0.3,1,55290,60355
12993,1721,43.9,87,0,3.8,40644,52854
12996,1958,48.2,93,0.7,0.9,43889,52101
12997,1157,43.2,96.7,0.1,0.8,55250,60885
12998,596,26.9,80.7,0,0,33971,42962
13020,167,41.2,74.3,12.6,15,31696,49581
13021,39125,41.9,93.6,3.2,1.7,46145,58741
13024,1729,38.7,22.9,65.8,26.3,,
13026,1733,35.9,94.7,1.6,4,54485,67632
13027,30759,42.3,93.1,2.3,1.7,63836,82643
13028,1143,46.7,96.2,0.1,0.1,49081,59535
13029,6912,36.9,96.2,1.6,1.5,66875,71502
13030,3739,39.8,98.6,0.1,3.5,56686,58099
13031,15117,43.8,95.7,1,1.6,65579,81632
13032,13387,41.9,97,0.8,1.8,55988,63651
13033,4483,38,96.5,2.3,0.8,54678,63482
13034,1806,46.6,96.8,0.1,0.2,55156,67299
13035,8423,41.9,96,1.8,1.5,72131,95628
13036,8340,41.2,97.3,0.1,1.4,49257,61115
13037,8916,40.8,99.3,0,1.5,59505,64536
13039,17402,40,97.4,0.4,2.4,74491,83890
13040,2318,43.1,97.7,0.7,2.9,42542,54442
13041,10865,37.8,90.1,3.1,2,76154,82784
13042,2228,45.5,96.9,0.8,1.8,49762,54011
13044,2702,42.1,97.1,0,0,47955,59627
13045,30517,32.3,94.5,1.7,3,44403,55538
13051,43,62.5,100,0,0,105000,
13052,1555,45.3,93.3,3.7,1,49158,60162
13053,4153,42.9,96.7,1.9,1,63326,68816
13054,1338,38.7,98.7,0,0,34936,50095
13057,15042,44.3,92.2,2.3,3,53742,64030
13060,2542,40.9,98.8,0.1,0.2,53796,63490
13061,1175,46.7,98.2,0,0,79375,90629
13062,77,33.8,100,0,0,39485,
13063,1906,42.2,95.1,0,0.7,68500,78120
13064,34,32.6,100,0,0,58750,84016
13066,11949,45.8,94.2,1.5,2.4,88721,117065
13068,5120,45.8,95.8,2.1,0.7,61750,68524
13069,24328,40,97.5,0.5,2.9,42762,54097
13071,831,45,99.4,0.6,1.2,63125,63251
13072,1191,35.8,87.6,7.3,8.6,44167,52628
13073,6429,39,97.3,1,0.5,53578,63469
13074,4994,40.7,97.8,0.3,0.7,49271,55303
13076,2481,39.1,99.9,0.1,0,61563,71911
13077,6466,40.4,97.4,0.3,0.2,56230,68612
13078,10334,44.5,82.9,4.3,2.4,87113,114650
13080,3831,43.2,98.5,0,0.8,59977,69947
13081,1141,46.9,98.5,0,1.6,51875,64879
13082,4276,45.7,99,0.5,0,49349,62633
13083,1631,40.1,95.9,0,0.1,41179,60983
13084,4467,42.4,91.3,0,0.4,68405,81152
13087,240,15.1,80.8,0,0,44236,58939
13088,21475,43.3,90.5,2.9,2.6,51912,62085
13090,30033,38.1,90.8,4.2,1.7,69836,79003
13092,2980,38.3,98.3,0.7,5.5,60821,67506
13101,2814,42.2,93.6,3.6,1.2,55339,63005
13102,258,18.2,96.9,0,0,41838,51324
13103,271,29.1,93.7,0,0,24048,23763
13104,16260,41,90.8,1.5,2,88657,110806
13108,6253,43.8,99.1,0,0.1,67113,82060
13110,2315,46.5,100,0,0,67560,76149
13111,1415,47.6,98.2,0,0,42813,48978
13112,1840,41.8,92.3,0,5.9,67938,84082
13113,212,41.8,97.2,0,1.9,63750,62015
13114,6568,39.1,99,0.2,0.3,48470,59695
13115,205,19,99.5,0.5,0,35278,41974
13116,3426,42.2,99.9,0.1,1.9,59390,71780
