Zip,Total Population,Median Age,Percent White,Percent Black,Percent Hispanic,Median Income,Mean Income
13117,182,54.5,93.4,0,0,56389,52564
13118,6172,38.6,81.6,12.8,5.6,55078,61216
13120,2069,39.3,78.1,2.3,7.8,56393,55519
13122,822,40,99.5,0.5,0,52250,69298
13123,83,30.9,100,0,0,19038,23633
13124,110,47.7,100,0,1.8,63750,116838
13126,37711,32.9,94.2,2.3,3.4,47196,58758
13131,3610,37.4,97.4,0,0.1,50663,60983
13132,3958,44,97,0.2,0,57386,65800
13134,25,58.9,100,0,44,41667,62555
13135,7055,37.8,96.4,1.5,2.3,52221,69371
13136,480,44.6,98.3,0,1,39904,44968
13138,30,54,100,0,0,,
13140,4254,39.4,97.7,0.6,1.9,43967,54118
13141,524,41.9,99.4,0,0,45893,55400
13142,6552,37.3,97.9,0,2,47699,59467
13143,3482,34.7,88.9,8.6,5.7,44362,49871
13144,1530,35.4,95.6,2.7,0.2,43370,51464
13145,1846,36.3,87.5,0.2,2.3,44444,53403
13146,2328,34.4,95.9,2.6,3.3,42336,51397
13147,1545,35,97.6,1,3.6,76350,77164
13148,10917,41.1,96.8,0.2,2.9,46684,57789
13152,8187,47.8,95.5,0.2,4.1,79981,121521
13153,255,47.1,100,0,0,74671,78482
13155,745,27.9,99.3,0,0,32788,46943
13156,2137,44.6,97.9,1.5,0.5,42191,56798
13157,834,50.5,99.5,0,0,49375,52590
13158,1954,37.8,98.6,0.4,0.5,48676,57761
13159,5426,42.3,94.7,1.2,2.2,69103,84981
13160,2080,37.4,96.8,0.3,2.6,62700,66110
13162,434,44.9,95.2,0,0,39750,63090
13163,256,50.2,96.9,0,0,57857,64119
13164,2499,39.1,95.5,0,2.6,83281,86822
13165,10495,42.7,97.8,0.6,1.4,46939,54201
13166,5503,41.6,96.5,0.2,1.3,50966,61477
13167,3441,37,99.4,0,0,53591,60267
13202,5385,27.9,28.7,57,1.9,14512,25344
13203,15873,35.6,56,28.5,9.4,27562,42670
13204,20295,28.8,61.7,24.6,18.3,27514,37460
13205,18349,32.3,33.6,55.9,8.1,30154,39862
13206,15633,38.3,79.1,12.9,6.4,41804,50387
13207,13661,34.6,53.9,40.7,4.5,39250,52803
13208,22812,32.2,71.2,10.8,5.7,30237,41792
13209,13714,42.4,97.1,0.7,2.3,48125,57838
13210,28618,21.5,65.6,17.8,3.6,27318,46279
13211,6641,38.6,92.6,2.4,3.1,43139,51545
13212,20575,42.5,91.5,4.4,1.7,53822,62356
13214,8009,39.3,79.5,12.8,3.9,51469,73952
13215,15433,44,92.7,3.2,3.2,79255,98522
13219,15100,44.3,97,1.4,2.1,56487,66578
13224,9443,39.5,55.6,38.5,4.9,51863,74119
13290,0,,,,,,
13301,159,31.6,100,0,0,55568,79886
13302,1526,37.9,98.4,0,1.8,47500,55605
13303,997,44.9,96.6,0.3,1.2,51786,68899
13304,1388,45.2,96.8,0.2,0,72587,86620
13305,232,45.2,100,0,15.1,60139,59223
13308,3764,40.2,99.2,0,0.4,53174,58605
13309,6197,42.7,97.3,0.5,1,49324,59621
13310,795,33.1,97.1,0,2.9,70435,77303
13312,334,51.6,90.7,9.3,0,36964,60389
13313,615,34.6,100,0,0.7,35625,41001
13314,456,32.9,100,0,0,39886,49674
13315,1662,43.1,96,0.1,2.2,60573,67828
13316,6708,42.4,97.2,0.5,0.9,49826,56861
13317,3795,41.4,95.7,2.1,2.7,48906,57543
13318,1180,40.1,97.6,0.2,0.4,41250,52574
13319,1079,34,100,0,1.9,41594,85876
13320,2088,45.8,99.4,0,1.2,43750,57420
13321,1122,41.4,100,0,0,47891,62371
13322,1242,41.9,97.2,0.2,0.6,55089,60294
13323,11260,40,92.1,2.8,2.4,63617,87565
13324,2368,41.4,96.2,0.9,2.2,40755,51542
13325,921,38.3,99.2,0,0.4,49063,54537
13326,5647,45.4,95.5,1.2,1.5,55272,77419
13327,2097,43.3,99.3,0.1,0.6,45168,59601
13328,1175,50.8,100,0,0,55288,66550
13329,3965,41.9,96.5,0.5,0.2,40217,47833
13331,253,68.7,100,0,0,108056,116878
13332,2765,38.8,99,0,0,47679,55523
13333,43,71.1,100,0,0,44250,44439
13334,1312,38.3,92.1,0,7.9,32485,53159
13335,1704,39.7,93.7,1.3,2.6,46406,54356
13337,613,52.2,100,0,0,46458,64690
13338,1143,49.7,94.9,0,1.2,48269,53437
13339,7137,38,97.4,0,1.4,41947,54166
13340,7966,42.7,96,1.5,1.2,46852,56539
13341,113,58.7,91.2,8.8,0,25313,35587
13342,226,40.5,100,0,0,64375,63983
13343,1472,43.4,94.9,1.6,1.8,42143,58195
13345,198,23.5,100,0,0,30474,30104
13346,6683,21.7,89.1,5.6,2.1,61779,74271
13348,1169,48.4,97.5,0.5,2.6,52083,63266
13350,10078,39,95.5,1.5,1.9,31689,44829
13352,171,25.3,100,0,0,58494,
13353,50,34.7,100,0,0,55313,47248
13354,3291,39.1,97.4,0.4,0.2,70227,76039
13355,784,39.5,94.3,0,1.8,39417,38916
13357,11238,39.1,97.5,0.3,2.1,41480,51194
13360,517,50.3,99.6,0.2,0,59375,64961
13361,983,35.7,97,2.2,1.6,50435,59412
13362,132,28.8,100,0,0,115655,106146
13363,2795,33.4,96.4,0.9,2.3,61316,71118
13364,348,46.9,100,0,2,29338,49742
13365,8706,42.9,96.8,2.1,0.5,43145,55196
13367,8415,39.7,97.6,0.4,1.8,44071,53625
13368,1306,37.2,94.5,4.1,2.1,51875,55177
13402,1606,48.4,98.1,1.4,1,41793,58933
13403,7691,40.1,67.2,19.1,12.4,69813,77581
13404,231,33.8,89.2,6.9,0,38500,44325
13406,860,44.6,99.8,0,0,51371,62918
13407,5479,42.2,98.6,0.1,1.5,42109,49794
13408,3537,20.7,85.4,9.3,2.5,40152,48557
13409,2978,35.8,90.8,0.1,0.2,52130,59339
13410,257,45.5,98.8,0,1.9,40096,42219
13411,3774,43.3,97.9,0,1.1,43165,54473
13413,16095,46.3,93.6,1.1,1.6,62149,90356
13415,63,57.5,100,0,0,63438,51600
13416,2107,42.9,96.3,1.8,1,45313,55873
13417,3412,44.1,97,1.8,5.7,35909,48411
13418,343,36,61.5,0,0,109444,95834
13420,1029,53.9,99,0,1.9,59766,75916
13421,14283,40.8,95.3,0.6,2.2,47022,60675
13424,2685,40.2,90.7,7.2,2.8,62348,73656
13425,2234,37.7,98.9,0,0.8,38571,52071
13428,1391,50,97.5,0.1,2.1,50313,56455
13431,2068,43,99,0,0.1,55461,65598
13433,1797,36.4,97.2,0.4,0.5,30203,38623
13435,238,45.5,87.8,0,2.1,57411,61907
13436,106,55.8,100,0,0,58304,58014
13437,506,46.6,100,0,1.4,33750,43871
13438,4136,42.6,98.1,0.8,0.2,55962,61056
13439,3729,48.2,97.6,0,0.9,40375,51369
13440,42538,42,88.6,5.4,4.8,49553,59029
13441,35,55.4,20,80,0,,
13450,142,54.5,100,0,0,31974,44081
13452,4697,39.5,98.1,0.4,1.1,39517,48011
13454,648,45.6,97.4,1.9,1.2,40455,47553
13456,3935,47.4,97.8,0.5,1.7,62566,72567
13459,2167,45.6,95.3,0.6,0.2,51700,59962
13460,4236,44.8,99.2,0,1.4,50536,59591
13461,3120,44.9,98.8,0.1,0.5,61802,65405
13464,1077,41.1,99.1,0,0,51827,55049
13468,524,44.9,98.1,0,1.9,50909,65032
13469,611,37.8,100,0,0,57604,58993
13470,620,50.3,99,0,1.5,37604,42166
13471,3466,40.3,98.6,0.4,2.1,43125,52998
13472,276,55.5,92,8,0,53393,82356
13473,678,49,98.8,0,0.7,43889,56590
13475,3,,100,0,0,,
13476,2914,42.1,98.2,0.3,2.1,55694,62858
13477,1776,38.1,94.8,0.6,0,50375,68106
13478,2776,46.9,99.6,0,1.9,73250,72607
13480,3572,40.8,95.5,1.3,1.1,49219,61956
13483,220,44.9,96.4,0,3.6,37031,80831
13484,217,17.3,100,0,0,54938,
13485,856,48.7,98.4,0.1,0,42292,46650
13486,625,44.5,100,0,1.9,46750,62301
13488,173,34.5,98.3,0,0,68333,62729
13489,505,47.1,97.2,0,0,50341,60753
13490,1485,42.1,100,0,0,66518,87230
13491,3527,42.9,97.6,0,1.8,46833,59648
13492,11381,43.8,97.5,0.7,0.8,56888,74460
13493,2189,37.2,97,0,0.3,43359,51128
13494,348,57.7,97.1,0,0,38942,48122
13495,2193,34.8,95.8,1.1,3.2,45441,57386
13501,37228,34.7,67,14.8,10.6,30886,45040
13502,34192,37.8,81.8,8.9,6.5,40968,51246
13601,38257,33.5,86.9,5.7,4.1,42064,55259
13602,2942,22.9,74.9,13.1,13,56310,55769
13603,9854,22.5,69.6,8.8,19,37127,42001
13605,4744,34.9,96.9,0.7,1.1,45154,56837
13606,2812,37.5,92.1,0,2.7,63362,72273
13607,1860,46.1,96.1,2.1,2.6,34764,46453
13608,1601,33.9,97.1,0,1.4,55500,58034
13612,2901,40.2,88.1,2.3,8.7,50242,58994
13613,2587,42.9,97.7,0.2,1.6,48125,50173
13614,310,47.3,98.4,0,0,30208,68366
13615,1151,41.1,94.5,3.6,1,49861,59605
13616,1937,27.2,83.8,6.1,12.5,41602,43907
13617,11186,27.6,91.4,3.9,3.7,48750,62126
13618,1717,53.3,98.1,0.9,1.2,65878,78850
13619,11263,37.4,94,2.1,4.6,45806,55720
13620,2201,38.8,99,0,1.2,47022,54504
13621,724,31.8,98.6,0,1.1,44318,58479
13622,2679,40.5,99.2,0.1,0.1,54447,64493
13623,107,31.1,96.3,2.8,0,59375,75927
13624,5693,36.6,84.8,9.5,5.5,49872,64325
13625,1883,45,99.3,0,0.1,46369,55168
13626,1845,42.8,97.9,1.5,0.5,54769,63848
13628,272,33.5,81.3,13.2,1.5,38281,55999
13630,1510,41.5,99.6,0.3,3,46429,57409
13633,375,32.6,98.7,0,0,55357,59638
13634,4108,43.4,95.5,0.4,1.7,55208,60353
13635,848,43.6,98.3,0,0.2,47375,56362
13636,292,36.5,95.9,0.3,0.7,60208,63748
13637,4194,25.3,65.1,16.5,12.6,43708,53582
13638,411,35.1,89.1,6.1,0,31094,46449
13639,223,39.5,96.9,0,5.4,42917,47175
13640,188,55.7,100,0,0,68646,90043
13641,79,77.7,100,0,0,37404,43800
13642,10231,39.2,89.9,5.7,3,41381,50250
13643,85,14.5,0,0,100,,
13646,2978,37.5,98.2,0,0,44342,56191
13647,30,57.2,26.7,0,0,48750,54612
13648,2619,40.2,95.6,0.1,0.6,40352,48311
13650,1246,48.8,97.8,0,0,38125,51231
13651,243,57.1,100,0,0,80000,104218
13652,1476,39.8,97.5,0.5,0.1,43561,49968
13654,2256,30.8,97.9,0.2,1.2,45958,52128
13655,3356,34.7,9.7,0.1,0.6,39620,46484
13656,2734,37.6,99.3,0,0.2,54971,63213
13658,2026,46.1,97.6,0,1.1,50411,61150
13659,523,42.2,91.6,0,0,42386,49378
13660,2303,39,96.7,1.5,0.3,44038,54975
13661,1891,39.7,97.9,1,0.3,46019,52170
13662,16513,43.1,94.7,0.5,1.9,43890,52819
13664,580,40.3,98.1,0.7,0,55625,79797
13665,1344,32.1,94.3,3.8,1.9,30361,34385
13666,412,35.5,98.5,0,0,28409,35165
13667,3249,40.9,98.9,0.1,0,37546,45862
13668,3367,34.4,96.3,0.8,1.8,39922,55661
13669,17287,40,91.1,5.4,2.1,40122,54209
13670,488,41.6,93.9,2.9,1.4,41500,46871
13672,595,46.8,97.8,0,1.2,26289,39826
13673,2418,28.3,87.1,6.5,4,41364,53736
13674,182,52.7,100,0,0,58571,55288
13675,44,63,100,0,0,,
13676,16200,21.7,90.5,4.5,2.8,42039,55794
13677,188,35.4,100,0,0,32500,
13678,248,31.4,100,0,0,13485,28847
13679,1757,39.3,96.6,0.8,2.4,49519,55517
13680,1080,37.6,98.8,0.1,1.3,54583,59799
13681,769,35.3,98.3,0.4,0.5,45000,53567
13682,716,45.4,98.6,0,0,65714,82379
13684,987,42.8,97.4,1.6,0.2,38958,49860
13685,2261,40.2,94.6,0.4,1.6,62176,71699
13687,548,50.6,98.9,0.2,0,53750,76839
13690,946,35,93.6,1.1,0.5,38750,46478
13691,3058,37.8,93.3,1.3,1.7,45500,54149
13692,107,69.8,100,0,0,75208,77707
13693,572,56.5,94.1,0,0,42344,56932
13694,1305,42.7,98.7,0.3,0,50786,61268
13695,75,47.8,100,0,0,65833,70079
13696,41,,100,0,0,,
13697,2267,44.1,97.7,0.1,3,37418,44691
13730,3102,41.3,95.2,0,5.3,40655,56235
13731,926,56.8,93.5,1.9,5.8,39308,67761
13732,8365,41,96.8,0.3,1.2,67437,77464
13733,5369,44.1,97.7,0.1,1.6,46545,53656
13734,2417,40.8,98.9,0,0.6,63180,74409
13736,2445,37,96.9,0.7,0.2,52768,60353
13739,969,48,89.2,0,4.3,44265,54109
13740,474,55.5,88.4,0,2.1,38036,52948
13743,3742,44.9,95.5,1.1,2.2,53420,57144
13744,1372,32.8,97.7,0,1,68359,68563
13746,2307,44.5,98.5,0,0,53077,56422
13748,3832,44.5,98.4,0.8,0.4,52026,60306
13750,872,38,100,0,0.6,38456,49177
13751,147,50.1,100,0,4.8,39018,49276
13752,796,51.6,98.6,0,0,50750,62668
13753,5809,40.5,93.2,4.1,5,52892,59958
13754,3854,40.2,95.4,0.9,1.7,40303,52757
13755,1580,41.1,96.3,0,1.5,44083,51132
13756,580,54.2,100,0,6,40855,62284
13757,1111,41,98,0.5,1.3,50739,58832
13760,44383,41.5,93.1,3.2,2.7,50417,64266
13774,72,28.1,100,0,0,29342,
13775,1710,42,98.1,0.2,1,47045,57698
13776,545,45.9,93.8,0,0.2,53125,61087
13777,664,43.7,100,0,1.8,45720,50331
13778,5872,45.1,95.9,0.9,1.2,47527,59351
13780,1036,40.5,100,0,1.6,58289,57670
13782,611,54.8,96.7,1,2.5,37308,42564
13783,2282,49,92.4,4.1,3.3,37946,49622
13784,131,46,100,0,0,22375,31741
13786,413,45.5,98.3,1.7,1.5,47188,51587
13787,3847,37,99.1,0,2.2,50179,54989
13788,959,45,91,6.8,0.4,53393,62954
13790,18887,41.7,88.3,4,3.5,39264,49801
13794,109,51.1,100,0,0,55357,45139
13795,3826,41.6,96.7,0.6,0,52692,63257
13796,1244,44,99,0,0.4,52097,52017
13797,2118,37,98.9,0.2,0.1,47973,60326
13801,1443,45.3,95.6,0.4,0.9,48438,55576
13802,629,48.1,100,0,0,61016,74414
13803,3917,36.4,94.6,0.6,1.7,47639,61490
13804,379,39.1,95.8,4.2,0,52109,60719
13806,162,55.2,100,0,0,56364,58965
13807,1190,44.6,97.3,1.6,0.3,45481,62796
13808,1531,49.6,97.9,0,0,46217,55910
13809,1567,36.2,99.4,0,5.7,42625,52632
13810,1261,46.6,97.1,0,1,45074,53623
13811,4315,44.2,97,1.5,0.8,48092,56243
13812,2332,41.4,95.8,0,0.2,50179,57255
13813,956,50.2,99,0,3.1,49542,48069
13815,14306,41.2,97.3,0.8,1.4,39184,55534
13820,22869,27.1,91,4.2,4.9,39165,55463
13825,3452,44.2,96.9,0.6,2.2,48250,60152
13826,0,,,,,,
13827,11595,44.2,97.3,0.6,2.6,53255,67046
13830,4809,43.9,91.1,1,4.1,52108,57529
13832,736,38.4,98.6,0,0.5,45000,51671
13833,4187,42.5,99.2,0,1,53869,60848
13834,40,42.7,100,0,0,,
13835,1614,37.5,95.8,0.1,0,48333,57155
13838,4016,41.3,94.8,0,3.1,39345,53671
13839,1649,34.8,96.1,3.9,2.4,51726,54720
13841,523,43,98.9,0,0,45000,47737
13842,610,34.3,89.5,3.9,3.4,44722,59473
13843,1578,46.4,95,0.9,4.3,50592,62754
13844,800,40.9,92.1,7.3,2.8,53333,78513
13845,87,49,100,0,0,,
13846,294,38.5,100,0,0,66250,74586
13847,127,36.2,100,0,0,31000,37030
13849,4727,41.6,97.8,0.3,2.1,40151,49529
13850,21810,46.4,88.9,1.5,2.9,63724,81251
13856,6565,44.9,99.4,0,1.9,40167,48941
13859,305,11,98.4,1.6,0,70581,51231
13860,101,23.5,100,0,0,58875,71723
13861,422,32.7,93.4,6.6,5.2,51424,73807
13862,4313,41.5,97.8,0.4,1.5,47850,63084
13863,663,30.1,98.5,1.5,0,39417,52072
13864,1131,49.5,95,1,0.1,58646,62223
13865,6381,42.6,97,0.7,1.1,49138,56486
13901,19165,42.4,88.6,5.2,3.3,39906,55140
13902,6212,19.7,66,9.1,9.9,,
13903,19769,39.6,84.9,9,2.7,43861,63995
13904,9427,41.7,85.4,6.6,4,41711,53654
13905,27783,36.8,79.8,8.4,5.9,32913,49677
14001,9830,41.6,95.5,0.3,1.1,55990,65207
14004,12202,45.1,91,7.5,2.3,54809,69082
14005,2196,38.7,93.5,0,2.1,58043,65218
14006,9375,44.6,96.1,0.9,1.7,55873,63730
14008,1234,39.5,93.9,0.2,2,51200,81213
14009,5534,44,98,0.1,0.2,46746,57335
14011,10118,38.4,72.2,21.4,10.6,58148,63834
14012,2392,40.2,96,0.2,2.5,46689,54801
14013,1711,43.9,67.1,1.6,0.9,46719,52315
14020,23492,41.1,91.8,4.1,3.5,41948,57431
14024,1741,35.4,99,0,0.1,40272,52481
14025,3238,41.5,99.6,0.1,0.2,64116,76421
14026,623,42.6,100,0,2.6,60331,67412
14028,1329,41.8,97.7,1,2,59973,76560
14030,1646,42.9,98.6,0,0,61597,82714
14031,9184,47.8,98,0.7,0.5,65148,96500
14032,7256,40,96.3,1,0.5,89737,104386
14033,2324,44.8,98.4,0,0,73322,83469
14034,2895,41.5,71.1,17.1,8.8,55391,60798
14035,212,29.5,100,0,0,19917,31625
14036,5196,42.8,96.4,1.3,0,52407,65709
14037,1043,45.6,100,0,0,77938,72868
14039,138,33,98.6,0,0,44609,62221
14040,2124,44,96.8,0.1,2.2,67875,74374
14041,330,43.9,98.5,0,0,32639,40664
14042,4021,36.2,97.6,0,1,37357,49121
14043,24413,40.9,96.8,1,1.3,50558,57599
14047,7050,43.6,96.6,0.7,2.5,63596,78246
14048,15145,39.9,87.2,2.1,21.5,37648,47713
14051,19776,40.9,85.6,1.4,1.4,100529,127151
14052,17585,45.2,97,2,0.4,68461,92048
14054,1291,41.3,95.7,0.3,0.9,52500,59554
14055,1600,42.5,100,0,0,50662,61705
14057,8018,45.5,98.4,0,1.1,62340,73604
14058,2361,38.7,89.8,1.6,10.8,62147,72991
14059,8697,48.5,99.8,0.2,0.2,70795,90555
14060,581,47.4,98.3,0,0,42625,46760
14061,284,37.5,98.2,0,1.1,50625,48786
14062,3258,45.2,98.3,0.2,3.8,43703,52755
14063,14675,28.6,93.4,2.2,2.5,45879,54640
14065,1837,40.5,98.4,0.7,0.9,41563,49248
14066,1334,40.3,98.7,0.1,0.1,43480,50432
14067,4746,43.4,98.3,0,1.8,54426,70375
14068,7208,47.5,87.9,5.9,0.9,72526,88350
14069,661,39.8,95.6,0.3,1.5,73295,81145
14070,6837,42.3,78.9,7.8,5.7,44074,54529
14072,20120,42.4,92.3,1.9,1.9,80302,88373
14075,42282,43.4,97.3,1.2,1.7,62614,74343
14080,4417,43.5,98.5,0,1.9,58884,70534
14081,3045,48,59.4,0.4,5.3,49095,69291
14082,415,42.8,100,0,0,74643,69636
14085,6753,40.9,95.9,1.6,1.7,73750,92168
14086,31152,41.3,97.9,0.4,2,75142,85802
14091,1372,39.8,70.5,0.9,20.8,46488,58898
14092,11205,45.7,94.2,0.1,0.3,60621,81091
14094,50472,40.5,89.8,6,3.4,47095,60206
14098,3134,42,94.9,2.3,1.9,46823,56071
14101,2251,41.4,97.4,0.9,0.8,49764,52429
14102,1611,36.4,97.4,0,5.8,81833,94985
14103,11054,37.3,88.5,7.2,5.3,40639,52388
14105,4678,39.3,98.9,0,1,49725,61975
14108,6015,42.8,93.9,2,0,56742,67067
14109,857,19.4,91.6,8.2,8.1,,
14111,3153,39,93.5,0.5,4.8,47708,70662
14112,12,57.5,100,0,0,,
14113,617,45.7,98.9,0,0,54107,72054
14120,44446,42.8,97.3,1.1,1.4,52845,63658
14125,3853,38.7,96.4,1.6,2.7,49023,58533
14126,793,44,100,0,0,33879,56579
14127,29586,43.1,97.4,0.9,2.1,75005,97652
14129,1675,39.8,73.5,0,0.5,51458,53962
14130,282,36.5,98.2,0,0,46328,51625
14131,4989,44,94.1,1,0.2,52488,65728
14132,6567,40.4,88.8,1,0.5,56350,66426
14134,89,38.5,100,0,0,53214,59795
14135,137,32.7,87.6,0,15.3,56875,72059
14136,5073,39.6,97.8,0.5,3.1,46194,57018
14138,2057,34.4,98.9,0,0.6,44647,49917
14139,1891,47.9,94.8,0,1.3,51519,64172
14141,7863,43.6,95.9,0.6,3.9,47744,58912
14143,1037,46.2,94.6,0,2,73000,74816
14145,1429,39.2,98.5,0.3,0,56161,62925
14150,42027,42.7,93.9,1.8,3,48063,57258
14167,1599,41.6,96.2,1.1,1.2,54148,64078
14168,92,33.5,35.9,0,0,56000,58712
14169,389,31,93.3,0,0,19756,40635
14170,2621,38.5,98.1,0,0,80682,93264
14171,1869,47.1,99.6,0.3,4.5,45132,51151
14172,3206,47,98.7,0.5,0.3,57765,70567
14173,312,31.1,90.7,0,0,28925,30958
14174,5542,44.7,98.4,0.8,2.2,62276,83111
14201,12975,29.8,47.7,28.9,33.5,20749,34290
14202,3616,37.1,65.7,21.2,14.5,41559,78015
14203,1180,43.6,25.3,64.7,7.3,14279,26656
14204,9840,36.5,18.3,77.2,7.9,20355,34099
14206,22247,40.1,82,11,3.7,32777,42735
14207,23017,31.5,75.3,11.9,15.1,25900,36241
14208,11626,32.6,15.5,78.2,2.2,24634,32597
14209,8119,38.9,56.5,38.8,6.4,33219,58133
14210,13734,34.7,90.2,4.1,6.4,32122,39921
14211,22707,32.9,20.1,72.8,2.9,23949,34046
14212,10949,37.2,46,45,1.3,26677,34124
14213,22371,30.8,49.9,22,28.6,22448,34401
14214,19594,31.7,49.3,37.4,3.6,40486,59333
14215,41032,30.9,16.5,78.3,2.4,31383,42172
14216,23199,38.1,76.3,16.9,7.5,44931,63137
14217,23371,41.6,95,1.7,3,48729,61778
14218,18922,41,86.1,7.6,10.1,36999,45491
14219,11255,41.9,97.4,1,1.4,47825,54553
14220,24666,38.9,92.3,3.8,6.2,46545,55098
14221,53402,46.4,87.3,3,2.4,74530,96875
14222,15077,29.8,80.8,9.5,4.6,43517,67737
14223,22782,42.1,93.9,2.3,3.6,57090,65798
14224,39937,44.7,96.5,1.1,2.5,55565,66456
14225,32942,41.5,88.1,8.4,2.4,44740,53434
14226,29884,38.5,81.9,8.1,2.2,59574,80341
14227,22957,47.3,90.7,5.6,2,49010,57627
14228,19873,33.4,81.4,7.9,4.4,42601,62017
14261,5534,20,64.6,12.1,6.6,,
14301,12468,42,67.2,26.1,5.3,23745,36023
14302,97,83,100,0,0,,
14303,5818,40.1,66.9,24.6,0.7,26560,40376
14304,30309,43.5,91.1,4,2.3,46364,56319
14305,18196,34.5,66.3,30.8,2.2,33678,47977
14411,14345,40,83,10.5,6.1,42448,53562
14414,7125,39.4,97.1,0.4,0.6,60868,65611
14415,115,44.3,100,0,0,43409,45232
14416,3583,41.2,98.6,1.2,5,58991,62778
14418,1085,51.8,100,0,0,46806,54947
14420,20380,31.6,92,3.6,2.4,54238,66479
14422,2444,43.3,98.6,0,0,67463,78187
14423,4842,43.8,95.5,2.6,0.8,55321,64747
14424,26110,45,94.6,1.7,2.6,55668,71073
14425,10416,36.1,92.5,2.7,4,56416,66802
14427,2237,40.2,98,0.4,0.4,46359,51760
14428,8469,42.7,98,0.3,2.6,66217,77220
14432,5614,41.4,98.2,0.9,0.9,57902,66730
14433,4428,42.1,94.1,3,1.1,44375,52940
14435,2937,41.8,98.4,0.1,1,69076,79148
14437,11516,41.9,89.9,8.6,4.9,45625,52509
14441,259,44.8,92.3,0,10.8,55089,61357
14445,8054,37.1,94.7,1.9,3.1,46031,53931
14450,41156,43.8,93.8,2.1,2,75746,94488
14454,10880,21.7,89.9,1.9,3.6,50445,65382
14456,20591,35.8,85.6,7.7,8.6,46392,58434
14462,623,38.3,96.8,0,0,52188,58947
14464,7111,38.6,95.9,1.2,3.3,58038,65920
14466,1495,48.7,97.7,0.9,0.6,57667,67385
14467,9568,40.3,79,11,4.4,65466,74825
14468,17656,41.5,94.3,2.1,2.5,66732,71775
14469,6026,43.3,98.6,0.1,0.6,60247,80385
14470,8019,41.4,95.7,0.7,2.4,50427,60838
14471,2690,50.1,94.9,0,0.6,44286,55221
14472,8446,42.9,94.4,2.1,1.8,82691,106770
14475,254,42.9,95.3,0,6.3,58750,94732
14476,2298,43.7,98.1,0.1,0.5,61384,68822
14477,1918,40.9,95,0.8,1.2,60000,67758
14478,1335,21.4,93.9,2.1,0.4,41042,61662
14479,424,30.4,100,0,0,64205,64945
14480,1013,26.3,100,0,1.4,52434,59945
14481,1879,41.8,96.3,0.9,2.1,65329,67560
14482,8276,38.8,94.4,3.7,0.9,54056,64373
14485,4412,39.6,95.6,0.4,1.2,54034,63189
14486,213,37.4,100,0,0,60333,84590
14487,6149,42.7,98,0.1,0.9,65206,76724
14489,7264,40.5,89,9.4,6.3,39408,49823
14502,10631,37.7,98.6,0.1,1.7,60878,73494
14504,1555,43.9,96.8,0.6,3.9,50000,55805
14505,5280,42.4,92.8,0.7,4.5,58415,66148
14506,1453,40.2,91.1,0.1,1.2,104327,119081
14507,1273,45.8,96.6,1.2,0,53750,56493
14510,4998,44.2,93.7,1.7,6.9,44940,52226
14511,438,51.2,100,0,0,45577,55230
14512,4606,44.6,97.5,0.2,1,49816,72643
14513,14188,43.1,93.1,4,5.6,49405,57228
14514,5724,40.5,86,10.5,4.1,63545,71381
14516,2032,41.7,91.8,6.2,9.7,55025,61541
14517,2880,40,94.2,0.6,3.3,41639,50936
14519,11282,42.1,96.5,1.4,2.3,66477,76479
14521,2820,36.7,93.7,3.2,2.6,45139,53879
14522,9463,41.4,96.4,0.3,0.5,56287,59859
14525,2893,41.5,96.4,0.8,1.1,62614,66461
14526,19843,42,93.3,2.9,2.4,74808,88705
14527,13505,40.6,97.5,1.3,2,45829,61914
14529,94,53.1,92.6,0,7.4,71500,93431
14530,5387,41,96.4,2.1,0.6,45235,50437
14532,4175,43.8,96.8,0.1,3.6,53079,60740
14533,2028,39.8,95.2,0.8,5.5,57778,62144
14534,31995,45.8,88.3,2.3,1.3,105237,138727
14536,595,39.6,99.7,0,1,52917,60191
14537,228,50.1,100,0,0,78403,80116
14539,190,42.3,100,0,0,94750,85564
14541,4398,36,72.8,23.2,7.4,56445,65420
14542,35,52,100,0,0,51250,52147
14543,3254,45.9,90.6,4.1,1.7,88326,108469
14544,2235,42,97,1.4,1.1,55509,64668
14545,182,40.5,100,0,0,59231,57341
14546,4641,40.8,92.6,3.6,3.1,63777,73807
14548,4662,40.9,93.8,1.7,1.5,59632,64217
14549,27,51.5,100,0,0,,
14550,1535,42.8,98.3,0.8,2.5,55571,60389
14551,5567,42.2,84.6,10,9.6,45368,53174
14555,1327,56.3,98.4,0.7,1.1,61094,72905
14559,17978,41.3,94.4,1.5,3.4,69685,79339
14560,1621,49.4,99.3,0,0.5,51484,65391
14561,3607,38.9,96.2,0.2,0.7,59023,68895
14564,14185,42.3,96.9,0.1,1.9,76781,104958
14568,6356,37.3,97.3,0.2,2.2,73995,76971
14569,6126,42.9,97.1,0.8,0.6,47981,54873
14571,1456,49.2,93.5,5.2,2,52850,60137
14572,5489,37.2,98.3,0.7,2,43309,50378
14580,49078,42.2,93.6,2,2,70508,84909
14585,97,56.8,100,0,0,35903,35256
14586,9827,34.1,79.6,7.7,2.6,69449,70737
14588,614,35,35.8,52,12.9,32222,41531
14589,7688,45.1,90.5,8.1,1.1,62171,74525
14590,5490,41.4,94.9,3,1.7,43580,54737
14591,1691,42.5,95.2,0.1,0.2,63750,74257
